date,open,high,low,close,volume
2006-02-13 00:00:00-05:00,33.1334485518784,33.71236324960716,31.23881941422881,32.09591293334961,1400
2006-02-14 00:00:00-05:00,32.62220588107989,32.62220588107989,32.095919425059066,32.21621322631836,1500
2006-02-15 00:00:00-05:00,31.907969429172635,32.54703276385602,31.57716209683986,32.193668365478516,2300
2006-02-16 00:00:00-05:00,32.344041826817936,34.862695699756124,32.344041826817936,33.90034484863281,16100
2006-02-17 00:00:00-05:00,34.57697668383523,34.57697668383523,33.19359681750934,33.569515228271484,3900
2006-02-21 00:00:00-05:00,32.795132281806,33.268790440275495,31.735042124870994,32.14855194091797,4800
2006-02-22 00:00:00-05:00,32.780088120252486,32.780088120252486,32.32898712158203,32.32898712158203,2800
2006-02-23 00:00:00-05:00,32.426725377028916,33.795068266636925,32.38161413182213,32.945491790771484,2600
2006-02-24 00:00:00-05:00,30.757662163879225,31.381688465766295,30.757662163879225,31.20124626159668,2600
2006-02-27 00:00:00-05:00,30.832840618269024,31.59971486435441,30.832840618269024,31.26890754699707,1300
2006-02-28 00:00:00-05:00,30.923067211028528,31.88541798307643,30.832844675125386,30.862918853759766,4600
2006-03-01 00:00:00-05:00,30.802765596697302,30.802765596697302,30.148665282492107,30.52458381652832,2600
2006-03-02 00:00:00-05:00,29.644934500058003,30.434362812684338,29.456975241431227,29.59230613708496,4400
2006-03-03 00:00:00-05:00,29.156234674546496,29.34419390348097,28.840464546591082,28.87053871154785,3500
2006-03-06 00:00:00-05:00,29.156245887320445,29.156245887320445,27.975861705107665,28.53973960876465,6800
2006-03-07 00:00:00-05:00,27.990895253392807,27.990895253392807,27.163875579833984,27.163875579833984,1400
2006-03-08 00:00:00-05:00,26.630068738772273,26.682699974426793,25.494795978280845,26.231595993041992,13100
2006-03-09 00:00:00-05:00,26.615030822110334,26.787952987133863,25.615086240155833,25.96845054626465,2600
2006-03-10 00:00:00-05:00,26.321813185614587,26.321813185614587,25.562459046462003,25.675235748291016,2000
2006-03-13 00:00:00-05:00,25.65267642325311,26.53232716301031,25.366980441752162,25.600048065185547,6700
2006-03-14 00:00:00-05:00,25.592543484883183,26.096273120968576,25.036182596937106,25.65268898010254,8000
2006-03-15 00:00:00-05:00,26.066184997558594,26.066184997558594,26.066184997558594,26.066184997558594,200
2006-03-16 00:00:00-05:00,26.31431007385254,26.31431007385254,26.31431007385254,26.31431007385254,900
2006-03-17 00:00:00-05:00,26.314298285231718,26.314298285231718,25.57749827740894,25.95341682434082,18000
2006-03-20 00:00:00-05:00,26.30678082498151,26.30678082498151,24.863252132660843,25.16398811340332,5300
2006-03-21 00:00:00-05:00,25.863192329374378,25.863192329374378,24.179076292788594,24.750471115112305,2700
2006-03-22 00:00:00-05:00,24.179081505919374,24.517408781306923,22.81073818593505,23.863309860229492,11800
2006-03-23 00:00:00-05:00,23.84826861849716,24.24674273630045,23.44979593470911,23.930971145629883,4800
2006-03-24 00:00:00-05:00,23.38965579538418,25.359468460083008,23.38965579538418,25.359468460083008,10100
2006-03-27 00:00:00-05:00,25.374505098836785,26.021085539499555,24.291860580444336,24.291860580444336,8900
2006-03-28 00:00:00-05:00,24.720406827837326,25.554946541208793,24.720406827837326,25.224136352539062,5200
2006-03-29 00:00:00-05:00,25.216617642921094,25.231654729454874,24.7128852821479,25.0436954498291,2200
2006-03-30 00:00:00-05:00,24.657932965342873,25.30085629169546,24.657932965342873,24.960485458374023,2200
2006-03-31 00:00:00-05:00,24.824345323632,25.716872298953522,24.824345323632,25.656360626220703,6200
2006-04-03 00:00:00-04:00,25.716869224885603,25.716869224885603,25.058820732030583,25.384063720703125,3800
2006-04-04 00:00:00-04:00,25.043694072259505,25.384064994385543,24.620121048574305,24.884855270385742,11000
2006-04-05 00:00:00-04:00,25.527775784763165,25.527775784763165,24.92267352841759,25.073949813842773,5900
2006-04-06 00:00:00-04:00,24.92267447661681,25.081513283946556,24.060401925171675,24.355390548706055,4000
2006-04-07 00:00:00-04:00,24.93023779343853,24.93023779343853,24.21167755126953,24.21167755126953,3900
2006-04-10 00:00:00-04:00,24.506670059513883,24.960496107322953,24.264629115968294,24.642818450927734,5800
2006-04-11 00:00:00-04:00,24.43102098672275,25.202527277085093,24.43102098672275,25.089069366455078,2800
2006-04-12 00:00:00-04:00,25.48995171857081,25.48995171857081,24.483967098639376,24.695755004882812,7700
2006-04-13 00:00:00-04:00,25.149583866709847,25.346240997314453,25.149583866709847,25.346240997314453,1100
2006-04-17 00:00:00-04:00,25.71686220329412,25.71686220329412,25.444565553602565,25.55802345275879,3300
2006-04-18 00:00:00-04:00,26.200962132511528,26.47325897216797,26.193399613790515,26.47325897216797,1500
2006-04-19 00:00:00-04:00,26.473240694898895,26.473240694898895,26.026977379199284,26.079923629760742,700
2006-04-20 00:00:00-04:00,26.079928517211044,26.73041444355952,25.784941384414598,25.958908081054688,2500
2006-04-21 00:00:00-04:00,26.427869179848045,26.427869179848045,26.011861496466476,26.0572452545166,1300
2006-04-24 00:00:00-04:00,25.57316442084548,26.05724631838866,25.26304927489715,25.338685989379883,7100
2006-04-25 00:00:00-04:00,25.663926281972056,26.09506185571633,25.452141196021998,25.73956298828125,3100
2006-04-26 00:00:00-04:00,25.905953005699136,27.22961483810712,25.905953005699136,27.078338623046875,5400
2006-04-27 00:00:00-04:00,27.229627857186255,27.887676389168803,26.93464068372357,27.638072967529297,5500
