date,open,high,low,close,volume
2006-02-13 00:00:00-05:00,37.285044366316235,37.62498649290196,37.03189773530007,37.58158874511719,961700
2006-02-14 00:00:00-05:00,37.48756765169772,37.776877717850596,37.292281908521446,37.5960578918457,1052000
2006-02-15 00:00:00-05:00,37.502039610406406,38.0951285581557,37.46587618853725,37.957706451416016,760400
2006-02-16 00:00:00-05:00,38.06619611263788,38.456764897043755,38.00110085538824,38.40613555908203,1399700
2006-02-17 00:00:00-05:00,38.39889961642539,38.456760527911406,38.138518617009105,38.18914794921875,706900
2006-02-21 00:00:00-05:00,38.04447904613626,38.30485996009873,37.8998254353489,38.18190383911133,579000
2006-02-22 00:00:00-05:00,38.391653545010776,38.6881978470523,38.24699718226331,38.29762649536133,713700
2006-02-23 00:00:00-05:00,38.225305133169265,38.948584342947996,37.95769259809668,38.74606704711914,1123700
2006-02-24 00:00:00-05:00,38.565248653034764,38.565248653034764,37.87813282683401,38.377197265625,718100
2006-02-27 00:00:00-05:00,38.26146153011534,38.58693488412678,38.14573699646693,38.27592468261719,483100
2006-02-28 00:00:00-05:00,38.05894539260146,38.398887451824066,37.907057444089965,38.23976516723633,1016700
2006-03-01 00:00:00-05:00,38.239763614819985,38.695430200946625,38.239763614819985,38.442283630371094,677300
2006-03-02 00:00:00-05:00,38.44951281004765,38.89071345619458,38.41334941066145,38.80392074584961,1015300
2006-03-03 00:00:00-05:00,38.623100276612384,39.295749977318415,38.57970254269602,38.89071273803711,848800
2006-03-06 00:00:00-05:00,39.057057581692874,39.17278208638614,38.492900966199386,38.72434997558594,729000
2006-03-07 00:00:00-05:00,38.724380265232284,39.12941496892608,38.102359531311684,38.40613555908203,868000
2006-03-08 00:00:00-05:00,38.40613555908203,38.71714592604233,38.22531570662102,38.40613555908203,931500
2006-03-09 00:00:00-05:00,38.40612509200353,38.594179232402844,38.1240466404958,38.21084213256836,531800
2006-03-10 00:00:00-05:00,38.218079784507594,38.355501863492115,38.10235520244388,38.18914794921875,902500
2006-03-13 00:00:00-05:00,38.2976152093343,38.39887380569018,37.75515607820801,37.928741455078125,823700
2006-03-14 00:00:00-05:00,37.87813693569392,38.10235451650852,37.78411261133534,37.81304168701172,1053000
2006-03-15 00:00:00-05:00,37.813026497531894,38.03001241203714,37.71176787561106,37.77686309814453,942600
2006-03-16 00:00:00-05:00,37.87813755892744,37.91430097343665,37.5671272277832,37.5671272277832,800100
2006-03-17 00:00:00-05:00,37.596054821810284,37.71177939063986,37.241649536872174,37.50926208496094,1463200
2006-03-20 00:00:00-05:00,37.66838049395607,37.79133662847927,37.458628872496526,37.5454216003418,922700
2006-03-21 00:00:00-05:00,37.59605232323613,37.63945006832234,37.20548089473381,37.40800094604492,1098400
2006-03-22 00:00:00-05:00,37.46585863393535,37.74793705507624,37.41522931522242,37.62498092651367,839300
2006-03-23 00:00:00-05:00,37.538184468062646,37.65390900776276,37.46585490631841,37.58881378173828,693300
2006-03-24 00:00:00-05:00,37.32843922820027,38.09511339948619,37.32843922820027,37.8853645324707,1034600
2006-03-27 00:00:00-05:00,37.885364609945675,38.12404530706903,37.75517413548162,37.84920120239258,750700
2006-03-28 00:00:00-05:00,37.71899320636966,37.9142760682601,37.494775769150095,37.646663665771484,688200
2006-03-29 00:00:00-05:00,37.64668356235765,37.71901314118262,37.43693192240223,37.52372741699219,710500
2006-03-30 00:00:00-05:00,37.38629928647414,37.53819000901204,37.125921103032894,37.31397247314453,844700
2006-03-31 00:00:00-05:00,37.248866242955174,37.364590765579386,37.075278079473726,37.104209899902344,730400
2006-04-03 00:00:00-04:00,37.394107943734916,37.40860211618948,36.87957726176137,37.10423278808594,1000000
2006-04-04 00:00:00-04:00,37.08246287990915,37.42306877093717,36.82882195966192,37.22740173339844,1028700
2006-04-05 00:00:00-04:00,37.2201852498235,37.2201852498235,37.046257936220584,37.162208557128906,653700
2006-04-06 00:00:00-04:00,37.08971882011996,37.08971882011996,36.50271758916771,36.763607025146484,583100
2006-04-07 00:00:00-04:00,36.77810976398525,37.00276522278098,36.24183660228702,36.41576385498047,621400
2006-04-10 00:00:00-04:00,36.386774558706776,36.437502763470576,35.98094892059641,36.29981231689453,612400
2006-04-11 00:00:00-04:00,36.37226905867027,36.52445639002526,35.87223286844378,36.05340576171875,901600
2006-04-12 00:00:00-04:00,36.19836471577565,36.47374844041866,36.111402452802245,36.169376373291016,582200
2006-04-13 00:00:00-04:00,36.169366095835905,36.31430500259446,35.84325424674908,36.03892135620117,659900
2006-04-17 00:00:00-04:00,35.9664471622536,36.176605638573136,35.69830926282928,35.85774230957031,539700
2006-04-18 00:00:00-04:00,35.95920398142512,36.66940156706704,35.95920398142512,36.560699462890625,1253500
2006-04-19 00:00:00-04:00,36.53894549165082,36.88679985761168,36.31429288737964,36.582427978515625,1629400
2006-04-20 00:00:00-04:00,41.234956182010656,41.26394174714084,39.4594610783813,39.995731353759766,3988500
2006-04-21 00:00:00-04:00,40.14792808827046,40.2348903329507,39.17684093515478,39.720359802246094,1608600
2006-04-24 00:00:00-04:00,39.6768812829619,40.16967199311418,39.64064724107897,39.76384353637695,1739100
2006-04-25 00:00:00-04:00,40.11170012831463,41.27120895908192,39.98850381823189,40.71319580078125,2227800
